Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Employee_ID,Promotion_Gap_Ratio,Role_Stagnation_Index,Training_Intensity_Score,Manager_Stability_Indicator,Promotion_Gap_Score,Training_Need_Indicator,Career_Stagnation_Flag,Retention_Opportunity_Index,Retention_Opportunity_Level,Career_Cluster,Career_Cluster_Label
46,0,Travel_Rarely,705,Sales,2,4,Marketing,2,Female,83,3,5,Manager,1,Single,18947,22822,3,No,12,3,4,0,22,2,2,2,2,2,1,EMP0030,1.0,1.0,1.0,0.5,Low,Medium,0,100.0,High,1,Developing Professional
33,0,Travel_Rarely,924,Research & Development,2,3,Medical,3,Male,78,3,1,Laboratory Technician,4,Single,2496,6670,4,No,11,3,4,0,7,3,3,1,1,0,0,EMP0031,0.0,1.0,3.0,0.0,Low,Low,0,30.0,Medium,0,Early-Career Explorer
44,0,Travel_Rarely,1459,Research & Development,10,4,Other,4,Male,41,3,2,Healthcare Representative,4,Married,6465,19121,2,Yes,13,3,4,0,9,5,4,4,2,1,3,EMP0032,0.25,0.5,1.25,0.75,Low,Low,0,36.25,Medium,1,Developing Professional
30,0,Travel_Rarely,125,Research & Development,9,2,Medical,4,Male,83,2,1,Laboratory Technician,3,Single,2206,16117,1,No,13,3,1,0,10,5,3,10,0,1,8,EMP0033,0.1,0.0,0.5,0.8,Low,Low,0,21.0,Low,1,Developing Professional
39,1,Travel_Rarely,895,Sales,5,3,Technical Degree,4,Male,56,3,2,Sales Representative,4,Married,2086,3335,3,No,14,3,3,1,19,6,4,1,0,0,0,EMP0034,0.0,0.0,6.0,0.0,Low,Low,0,0.0,Low,0,Early-Career Explorer
24,1,Travel_Rarely,813,Research & Development,1,3,Medical,2,Male,61,3,1,Research Scientist,4,Married,2293,3020,2,Yes,16,3,1,1,6,2,2,2,0,2,0,EMP0035,1.0,0.0,1.0,0.0,Low,Medium,0,50.0,Medium,0,Early-Career Explorer
43,0,Travel_Rarely,1273,Research & Development,2,2,Medical,4,Female,72,4,1,Research Scientist,3,Divorced,2645,21923,1,No,12,3,4,2,6,3,2,5,3,1,4,EMP0036,0.2,0.6,0.6,0.8,Low,Low,0,43.0,Medium,1,Developing Professional
50,1,Travel_Rarely,869,Sales,3,2,Marketing,1,Male,86,2,1,Sales Representative,3,Married,2683,3810,1,Yes,14,3,3,0,3,2,3,3,2,0,2,EMP0037,0.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,Low,Medium,0,45.0,Medium,1,Developing Professional
35,0,Travel_Rarely,890,Sales,2,3,Marketing,4,Female,97,3,1,Sales Representative,4,Married,2014,9687,1,No,13,3,1,0,2,3,3,2,2,2,2,EMP0038,1.0,1.0,1.5,1.0,Low,Low,0,85.0,High,1,Developing Professional
36,0,Travel_Rarely,852,Research & Development,5,4,Life Sciences,2,Female,82,2,1,Research Scientist,1,Married,3419,13072,9,Yes,14,3,4,1,6,3,4,1,1,0,0,EMP0039,0.0,1.0,3.0,0.0,Low,Low,0,45.0,Medium,0,Early-Career Explorer
33,0,Travel_Frequently,1141,Sales,1,3,Life Sciences,3,Female,42,4,2,Sales Executive,1,Married,5376,3193,2,No,19,3,1,2,10,3,3,5,3,1,3,EMP0040,0.2,0.6,0.6,0.6,Low,Low,0,50.0,Medium,1,Developing Professional
35,0,Travel_Rarely,464,Research & Development,4,2,Other,3,Male,75,3,1,Laboratory Technician,4,Divorced,1951,10910,1,No,12,3,3,1,1,3,3,1,0,0,0,EMP0041,0.0,0.0,3.0,0.0,Low,Low,0,0.0,Low,0,Early-Career Explorer
27,0,Travel_Rarely,1240,Research & Development,2,4,Life Sciences,4,Female,33,3,1,Laboratory Technician,1,Divorced,2341,19715,1,No,13,3,4,1,1,6,3,1,0,0,0,EMP0042,0.0,0.0,6.0,0.0,Low,Low,0,15.0,Low,0,Early-Career Explorer
26,1,Travel_Rarely,1357,Research & Development,25,3,Life Sciences,1,Male,48,1,1,Laboratory Technician,3,Single,2293,10558,1,No,12,3,3,0,1,2,2,1,0,0,1,EMP0043,0.0,0.0,2.0,1.0,Low,Medium,0,30.0,Medium,0,Early-Career Explorer
27,0,Travel_Frequently,994,Sales,8,3,Life Sciences,4,Male,37,3,3,Sales Executive,3,Single,8726,2975,1,No,15,3,4,0,9,0,3,9,8,1,7,EMP0044,0.1111111111111111,0.8888888888888888,0.0,0.7777777777777778,High,High,0,77.77777777777777,High,1,Developing Professional
30,0,Travel_Frequently,721,Research & Development,1,2,Medical,3,Female,58,3,2,Laboratory Technician,4,Single,4011,10781,1,No,23,4,4,0,12,2,3,12,8,3,7,EMP0045,0.25,0.6666666666666666,0.1666666666666666,0.5833333333333334,High,Medium,1,48.75,Medium,2,Experienced Professional
41,1,Travel_Rarely,1360,Research & Development,12,3,Technical Degree,2,Female,49,3,5,Research Director,3,Married,19545,16280,1,No,12,3,4,0,23,0,3,22,15,15,8,EMP0046,0.6818181818181818,0.6818181818181818,0.0,0.3636363636363636,High,High,1,88.18181818181817,High,2,Experienced Professional
34,0,Non-Travel,1065,Sales,23,4,Marketing,2,Male,72,3,2,Sales Executive,3,Single,4568,10034,0,No,20,4,3,0,10,2,3,9,5,8,7,EMP0047,0.8888888888888888,0.5555555555555556,0.2222222222222222,0.7777777777777778,High,Medium,1,78.88888888888889,High,2,Experienced Professional
37,0,Travel_Rarely,408,Research & Development,19,2,Life Sciences,2,Male,73,3,1,Research Scientist,2,Married,3022,10227,4,No,21,4,1,0,8,1,3,1,0,0,0,EMP0048,0.0,0.0,1.0,0.0,Low,Medium,0,30.0,Medium,0,Early-Career Explorer
46,0,Travel_Frequently,1211,Sales,5,4,Marketing,1,Male,98,3,2,Sales Executive,4,Single,5772,20445,4,Yes,21,4,3,0,14,4,3,9,6,0,8,EMP0049,0.0,0.6666666666666666,0.4444444444444444,0.8888888888888888,Medium,Low,0,33.33333333333333,Medium,1,Developing Professional
35,0,Travel_Rarely,1229,Research & Development,8,1,Life Sciences,4,Male,36,4,1,Laboratory Technician,4,Married,2269,4892,1,No,19,3,4,0,1,2,3,1,0,0,1,EMP0050,0.0,0.0,2.0,1.0,Low,Medium,0,25.0,Low,0,Early-Career Explorer
48,1,Travel_Rarely,626,Research & Development,1,2,Life Sciences,1,Male,98,2,3,Laboratory Technician,3,Single,5381,19294,9,Yes,13,3,4,0,23,2,3,1,0,0,0,EMP0051,0.0,0.0,2.0,0.0,Low,Medium,0,15.0,Low,0,Early-Career Explorer
28,1,Travel_Rarely,1434,Research & Development,5,4,Technical Degree,3,Male,50,3,1,Laboratory Technician,3,Single,3441,11179,1,Yes,13,3,3,0,2,3,2,2,2,2,2,EMP0052,1.0,1.0,1.5,1.0,Low,Low,0,90.0,High,1,Developing Professional
44,0,Travel_Rarely,1488,Sales,1,5,Marketing,2,Female,75,3,2,Sales Executive,1,Divorced,5454,4009,5,Yes,21,4,3,1,9,2,2,4,3,1,3,EMP0053,0.25,0.75,0.5,0.75,Low,Medium,0,68.75,High,1,Developing Professional
35,0,Non-Travel,1097,Research & Development,11,2,Medical,3,Male,79,2,3,Healthcare Representative,1,Married,9884,8302,2,Yes,13,3,3,1,10,3,3,4,0,2,3,EMP0054,0.5,0.0,0.75,0.75,Low,Low,0,46.25,Medium,1,Developing Professional
26,0,Travel_Rarely,1443,Sales,23,3,Marketing,3,Female,47,2,2,Sales Executive,4,Married,4157,21436,7,Yes,19,3,3,1,5,2,2,2,2,0,0,EMP0055,0.0,1.0,1.0,0.0,Low,Medium,0,40.0,Medium,1,Developing Professional
33,0,Travel_Frequently,515,Research & Development,1,2,Life Sciences,1,Female,98,3,3,Research Director,4,Single,13458,15146,1,Yes,12,3,3,0,15,1,3,15,14,8,12,EMP0056,0.5333333333333333,0.9333333333333332,0.0666666666666666,0.8,High,High,1,81.33333333333333,High,2,Experienced Professional
35,0,Travel_Frequently,853,Sales,18,5,Life Sciences,2,Male,71,3,3,Sales Executive,1,Married,9069,11031,1,No,22,4,4,1,9,3,2,9,8,1,8,EMP0057,0.1111111111111111,0.8888888888888888,0.3333333333333333,0.8888888888888888,High,Low,0,59.44444444444444,Medium,1,Developing Professional
35,0,Travel_Rarely,1142,Research & Development,23,4,Medical,3,Female,30,3,1,Laboratory Technician,1,Married,4014,16002,3,Yes,15,3,3,1,4,3,3,2,2,2,2,EMP0058,1.0,1.0,1.5,1.0,Low,Low,0,100.0,High,1,Developing Professional
31,0,Travel_Rarely,655,Research & Development,7,4,Life Sciences,4,Male,48,3,2,Laboratory Technician,4,Divorced,5915,9528,3,No,22,4,4,1,10,3,2,7,7,1,7,EMP0059,0.1428571428571428,1.0,0.4285714285714285,1.0,High,Low,0,50.71428571428572,Medium,1,Developing Professional
37,0,Travel_Rarely,1115,Research & Development,1,4,Life Sciences,1,Male,51,2,2,Manufacturing Director,3,Divorced,5993,2689,1,No,18,3,3,1,7,2,4,7,5,0,7,EMP0060,0.0,0.7142857142857143,0.2857142857142857,1.0,Medium,Medium,0,51.42857142857143,Medium,1,Developing Professional
32,0,Travel_Rarely,427,Research & Development,1,3,Medical,1,Male,33,3,2,Manufacturing Director,4,Married,6162,10877,1,Yes,22,4,2,1,9,3,3,9,8,7,8,EMP0061,0.7777777777777778,0.8888888888888888,0.3333333333333333,0.8888888888888888,High,Low,1,71.1111111111111,High,2,Experienced Professional
38,0,Travel_Frequently,653,Research & Development,29,5,Life Sciences,4,Female,50,3,2,Laboratory Technician,4,Single,2406,5456,1,No,11,3,4,0,10,2,3,10,3,9,9,EMP0062,0.9,0.3,0.2,0.9,High,Medium,1,68.5,High,2,Experienced Professional
50,0,Travel_Rarely,989,Research & Development,7,2,Medical,2,Female,43,2,5,Research Director,3,Divorced,18740,16701,5,Yes,12,3,4,1,29,2,2,27,3,13,8,EMP0063,0.4814814814814814,0.1111111111111111,0.074074074074074,0.2962962962962963,High,Medium,1,42.03703703703704,Medium,2,Experienced Professional
59,0,Travel_Rarely,1435,Sales,25,3,Life Sciences,1,Female,99,3,3,Sales Executive,1,Single,7637,2354,7,No,11,3,4,0,28,3,2,21,16,7,9,EMP0064,0.3333333333333333,0.7619047619047619,0.1428571428571428,0.4285714285714285,High,Low,1,57.61904761904762,Medium,2,Experienced Professional
36,0,Travel_Rarely,1223,Research & Development,8,3,Technical Degree,3,Female,59,3,3,Healthcare Representative,3,Divorced,10096,8202,1,No,13,3,2,3,17,2,3,17,14,12,8,EMP0065,0.7058823529411765,0.8235294117647058,0.1176470588235294,0.4705882352941176,High,Medium,1,75.0,High,2,Experienced Professional
55,0,Travel_Rarely,836,Research & Development,8,3,Medical,4,Female,33,3,4,Manager,3,Divorced,14756,19730,2,Yes,14,3,3,3,21,2,3,5,0,0,2,EMP0066,0.0,0.0,0.4,0.4,Low,Medium,0,21.0,Low,1,Developing Professional
36,0,Travel_Frequently,1195,Research & Development,11,3,Life Sciences,2,Male,95,2,2,Manufacturing Director,2,Single,6499,22656,1,No,13,3,3,0,6,3,3,6,5,0,3,EMP0067,0.0,0.8333333333333334,0.5,0.5,Medium,Low,0,42.5,Medium,1,Developing Professional
45,0,Travel_Rarely,1339,Research & Development,7,3,Life Sciences,2,Male,59,3,3,Research Scientist,1,Divorced,9724,18787,2,No,17,3,3,1,25,2,3,1,0,0,0,EMP0068,0.0,0.0,2.0,0.0,Low,Medium,0,25.0,Low,0,Early-Career Explorer
35,0,Travel_Frequently,664,Research & Development,1,3,Medical,2,Male,79,3,1,Research Scientist,1,Married,2194,5868,4,No,13,3,4,1,5,2,2,3,2,1,2,EMP0069,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.6666666666666666,Low,Medium,0,68.33333333333333,High,1,Developing Professional
36,1,Travel_Rarely,318,Research & Development,9,3,Medical,4,Male,79,2,1,Research Scientist,3,Married,3388,21777,0,Yes,17,3,1,1,2,0,2,1,0,0,0,EMP0070,0.0,0.0,0.0,0.0,Low,Medium,0,35.0,Medium,0,Early-Career Explorer
59,0,Travel_Frequently,1225,Sales,1,1,Life Sciences,1,Female,57,2,2,Sales Executive,3,Single,5473,24668,7,No,11,3,4,0,20,2,2,4,3,1,3,EMP0071,0.25,0.75,0.5,0.75,Low,Medium,0,58.75,Medium,1,Developing Professional
29,0,Travel_Rarely,1328,Research & Development,2,3,Life Sciences,3,Male,76,3,1,Research Scientist,2,Married,2703,4956,0,No,23,4,4,1,6,3,3,5,4,0,4,EMP0072,0.0,0.8,0.6,0.8,Medium,Low,0,46.0,Medium,1,Developing Professional
31,0,Travel_Rarely,1082,Research & Development,1,4,Medical,3,Male,87,3,1,Research Scientist,2,Single,2501,18775,1,No,17,3,2,0,1,4,3,1,1,1,0,EMP0073,1.0,1.0,4.0,0.0,Low,Low,0,80.0,High,0,Early-Career Explorer
32,0,Travel_Rarely,548,Research & Development,1,3,Life Sciences,2,Male,66,3,2,Research Scientist,2,Married,6220,7346,1,No,17,3,2,2,10,3,3,10,4,0,9,EMP0074,0.0,0.4,0.3,0.9,Medium,Low,0,35.5,Medium,1,Developing Professional
36,0,Travel_Rarely,132,Research & Development,6,3,Life Sciences,2,Female,55,4,1,Laboratory Technician,4,Married,3038,22002,3,No,12,3,2,0,5,3,3,1,0,0,0,EMP0075,0.0,0.0,3.0,0.0,Low,Low,0,0.0,Low,0,Early-Career Explorer
31,0,Travel_Rarely,746,Research & Development,8,4,Life Sciences,3,Female,61,3,2,Manufacturing Director,4,Single,4424,20682,1,No,23,4,4,0,11,2,3,11,7,1,8,EMP0076,0.0909090909090909,0.6363636363636364,0.1818181818181818,0.7272727272727273,High,Medium,0,43.63636363636364,Medium,1,Developing Professional
35,0,Travel_Rarely,776,Sales,1,4,Marketing,3,Male,32,2,2,Sales Executive,1,Single,4312,23016,0,No,14,3,2,0,16,2,3,15,13,2,8,EMP0077,0.1333333333333333,0.8666666666666667,0.1333333333333333,0.5333333333333333,High,Medium,0,64.33333333333333,High,2,Experienced Professional
45,0,Travel_Rarely,193,Research & Development,6,4,Other,4,Male,52,3,3,Research Director,1,Married,13245,15067,4,Yes,14,3,2,0,17,3,4,0,0,0,0,EMP0078,0.0,0.0,3.0,0.0,Low,Low,0,15.0,Low,0,Early-Career Explorer
37,0,Travel_Rarely,397,Research & Development,7,4,Medical,1,Male,30,3,3,Research Director,3,Single,13664,25258,4,No,13,3,1,0,16,3,4,5,2,0,2,EMP0079,0.0,0.4,0.6,0.4,Low,Low,0,23.0,Low,1,Developing Professional
46,0,Travel_Rarely,945,Human Resources,5,2,Medical,2,Male,80,3,2,Human Resources,2,Divorced,5021,10425,8,Yes,22,4,4,1,16,2,3,4,2,0,2,EMP0080,0.0,0.5,0.5,0.5,Low,Medium,0,42.5,Medium,1,Developing Professional
30,0,Travel_Rarely,852,Research & Development,1,1,Life Sciences,4,Male,55,2,2,Laboratory Technician,4,Married,5126,15998,1,Yes,12,3,3,2,10,1,2,10,8,3,0,EMP0081,0.3,0.8,0.1,0.0,High,High,1,56.0,Medium,1,Developing Professional
35,0,Travel_Rarely,1214,Research & Development,1,3,Medical,2,Male,30,2,1,Research Scientist,3,Single,2859,26278,1,No,18,3,1,0,6,3,3,6,4,0,4,EMP0082,0.0,0.6666666666666666,0.5,0.6666666666666666,Medium,Low,0,35.0,Medium,1,Developing Professional
55,0,Travel_Rarely,111,Sales,1,2,Life Sciences,1,Male,70,3,3,Sales Executive,4,Married,10239,18092,3,No,14,3,4,1,24,4,3,1,0,1,0,EMP0083,1.0,0.0,4.0,0.0,Low,Low,0,40.0,Medium,0,Early-Career Explorer
38,0,Non-Travel,573,Research & Development,6,3,Medical,2,Female,79,1,2,Research Scientist,4,Divorced,5329,15717,7,Yes,12,3,4,3,17,3,3,13,11,1,9,EMP0084,0.0769230769230769,0.8461538461538461,0.2307692307692307,0.6923076923076923,High,Low,0,38.84615384615385,Medium,2,Experienced Professional
34,0,Travel_Rarely,1153,Research & Development,1,2,Medical,1,Male,94,3,2,Manufacturing Director,2,Married,4325,17736,1,No,15,3,3,0,5,2,3,5,2,1,3,EMP0085,0.2,0.4,0.4,0.6,Low,Medium,0,49.0,Medium,1,Developing Professional
56,0,Travel_Rarely,1400,Research & Development,7,3,Life Sciences,4,Male,49,1,3,Manufacturing Director,4,Single,7260,21698,4,No,11,3,1,0,37,3,2,6,4,0,2,EMP0086,0.0,0.6666666666666666,0.5,0.3333333333333333,Medium,Low,0,25.0,Low,1,Developing Professional
23,0,Travel_Rarely,541,Sales,2,1,Technical Degree,3,Male,62,3,1,Sales Representative,1,Divorced,2322,9518,3,No,13,3,3,1,3,3,3,0,0,0,0,EMP0087,0.0,0.0,3.0,0.0,Low,Low,0,15.0,Low,0,Early-Career Explorer
51,0,Travel_Rarely,432,Research & Development,9,4,Life Sciences,4,Male,96,3,1,Laboratory Technician,4,Married,2075,18725,3,No,23,4,2,2,10,4,3,4,2,0,3,EMP0088,0.0,0.5,1.0,0.75,Low,Low,0,26.25,Low,1,Developing Professional
30,0,Travel_Rarely,288,Research & Development,2,3,Life Sciences,3,Male,99,2,2,Healthcare Representative,4,Married,4152,15830,1,No,19,3,1,3,11,3,3,11,10,10,8,EMP0089,0.9090909090909092,0.9090909090909092,0.2727272727272727,0.7272727272727273,High,Low,1,74.54545454545455,High,2,Experienced Professional
46,1,Travel_Rarely,669,Sales,9,2,Medical,3,Male,64,2,3,Sales Executive,4,Single,9619,13596,1,No,16,3,4,0,9,3,3,9,8,4,7,EMP0090,0.4444444444444444,0.8888888888888888,0.3333333333333333,0.7777777777777778,High,Low,1,56.11111111111111,Medium,2,Experienced Professional
40,0,Travel_Frequently,530,Research & Development,1,4,Life Sciences,3,Male,78,2,4,Healthcare Representative,2,Married,13503,14115,1,No,22,4,4,1,22,3,2,22,3,11,11,EMP0091,0.5,0.1363636363636363,0.1363636363636363,0.5,High,Low,1,41.59090909090909,Medium,2,Experienced Professional
51,0,Travel_Rarely,632,Sales,21,4,Marketing,3,Male,71,3,2,Sales Executive,4,Single,5441,8423,0,Yes,22,4,4,0,11,2,1,10,7,1,0,EMP0092,0.1,0.7,0.2,0.0,High,Medium,0,35.0,Medium,1,Developing Professional
30,0,Travel_Rarely,1334,Sales,4,2,Medical,3,Female,63,2,2,Sales Executive,2,Divorced,5209,19760,1,Yes,12,3,2,3,11,4,2,11,8,2,7,EMP0093,0.1818181818181818,0.7272727272727273,0.3636363636363636,0.6363636363636364,High,Low,0,48.63636363636364,Medium,1,Developing Professional
